source,text,created_at
Twitter for iPhone,I'm protesting the @UnionLeader from having anything to do w/ ABC debate. Their unethical record doesn't give them the right to be involved!,01-09-2016 18:01:00
Twitter for iPhone,(2/2) David brilliantly tells it like it is -- the real deal! Read it! https://t.co/9n5CCrefKn,01-09-2016 17:56:10
Twitter for iPhone,(1/2) Time Magazine has me on the cover this week. David Von Drehle has written one of the best stories I have ever had.,01-09-2016 17:56:06
Twitter for iPhone,Thank you so much. Earnest must have been a great person. https://t.co/2DZp7YOadj https://t.co/2YtLlEwceB,01-09-2016 17:19:54
Twitter for iPhone,.@JonahNRO watched on @seanhannity and appreciate your statements --- I have been waiting for them for a long time. Thank you.,01-09-2016 16:06:56
Twitter for iPhone,Thank you @TheFix- Chris Cillizza. It is a true person of character that can change his opinion &amp; do what is right. https://t.co/0VxlT9iEbr,01-09-2016 16:05:17
Twitter for Android,Constitutional law expert  #Laurence Tribe of Harvard says "wrong to say it (natural born citizen) is a settled matter-it isn't settled).,01-09-2016 15:41:44
Twitter for Android,South Carolina rally last night was so unbelievably exciting (and fun). I am now off to Iowa for two big rallies - packed houses. Love it!,01-09-2016 14:26:28
Twitter for Android,Pat Buchanan gave a fantastic interview this morning on @CNN - way to go Pat way ahead of your time!,01-09-2016 14:22:36
Twitter for iPhone,Great even in SC tonight! Fire Marshall would not let everyone in-- 5000 turned away. Thank you for coming!,01-09-2016 02:08:42
Twitter for Android,Will be at venue in wonderful South Carolina very soon. Big traffic back-up tremendous crowd! Will be wild.,01-08-2016 23:39:37
Twitter for iPhone,#FoxNews Poll - THANK YOU!#MakeAmericaGreatAgain #Trump2016 https://t.co/dKuyzLRTZ3,01-08-2016 23:12:35
Twitter for iPhone,#MakeAmericaGreatAgain #Trump2016 https://t.co/3HmclWL9GT,01-08-2016 22:36:09
Twitter for iPhone,Love seeing union &amp; non-union members alike are defecting to Trump. I will create jobs like no one else. Their #Dem leaders can’t compete!,01-08-2016 22:09:20
Twitter for iPhone,I hope all workers demand that their @Teamsters reps endorse Donald J. Trump. Nobody knows jobs like I do! Don’t let them sell you out!,01-08-2016 22:03:35
Twitter for iPhone,On my way to South Carolina. Big Crowd--- look forward to it!,01-08-2016 21:20:02
Twitter Web Client,Not good news for Jeb Bush  https://t.co/5CrP5zdXsz,01-08-2016 18:47:39
Twitter for Android,Hank Greenberg formerly of AIG gave $10 million to the @JebBush campaign 3 months ago. He is not happy a total waste of money!,01-08-2016 15:57:17
Twitter for Android,"@rlbenney: @realDonaldTrump You did great and showed courage going to Burlington. No other GOP candidate would do what you did tonight!",01-08-2016 03:32:10
Twitter for Android,"@pink_sprnva: @pastormike7 @thehill I agree with you on this. @realDonaldTrump won't be good. He will be great!",01-08-2016 03:30:54
Twitter for Android,"@LiberatedCit: @JebBush Key State Florida Poll: Trump 32% Beats #Rubio-#Bush Combined https://t.co/MKHc5nB27i https://t.co/ubJvEeCsom",01-08-2016 03:29:38
Twitter for Android,"@hofmannken: DonaldTrump wish I could attend one of your rallies none are close enough. Make America Great Again for my Kids.Thank you,01-08-2016 03:12:06
Twitter for Android,Great time in Burlington Vermont. Crowd was amazing.,01-08-2016 03:08:14
Twitter for iPhone,We could only get a small fraction of this 25k crowd in. The movement to Make America Great Again is unbelievable! https://t.co/NHPdGm57YJ,01-08-2016 02:23:07
Twitter Web Client,I'm leaving now for Burlington Vermont. It will be wild!,01-07-2016 21:11:05
Twitter Web Client,Joy Behar who was fired from her last show for lack of ratings is even worse on @TheView. We love Barbara!,01-07-2016 21:06:19
Twitter Web Client,The @TheView @ABC once great when headed by @BarbaraJWalters is now in total freefall. Whoopi Goldberg is terrible. Very sad!,01-07-2016 21:06:00
Twitter Web Client,Hillary and her friends! https://t.co/q45tTapqMI,01-07-2016 17:24:09
Twitter Web Client,Weak &amp; ineffective @JebBush is doing ads where he shows his statement in the debate but not my response. False advertising!,01-07-2016 16:30:06
Twitter Web Client,I have an idea for @JebBush whose campaign is a disaster. Try using your last name and don't be ashamed of it!,01-07-2016 16:26:14
Twitter Web Client,.@SenTedCruz Ted--free legal advice on how to pre-empt the Dems on citizen issue. Go to court now &amp; seek Declaratory Judgment--you will win!,01-07-2016 16:14:38
Twitter Web Client,Massive crowd in VT tonight. Venue not big enough. Officials say NO to outside event and sound system. Arrive early!,01-07-2016 16:05:15
Twitter for Android,Man shot inside Paris police station. Just announced that terror threat is at highest level. Germany is a total mess-big crime. GET SMART!,01-07-2016 13:24:31
Twitter for Android,I will be in beautiful Burlington Vermont tonight for a rally. Will be great fun. MAKE AMERICA GREAT AGAIN!,01-07-2016 13:17:40
Twitter for Android,It was a very wise move that Ted Cruz renounced his Canadian citizenship 18 months ago. Senator John McCain is certainly no friend of Ted!,01-07-2016 11:28:51
Twitter for Android,.@Macys was one of the worst performing stocks on the S&amp;P last year plunging 46%. Very disloyal company. Another win for Trump! Boycott.,01-07-2016 11:15:54
Twitter for Android,The failing @UnionLeader newspaper in N.H. just sent The Trump Organization a letter asking that we take ads. How stupid how desperate!,01-07-2016 11:06:43
Twitter for iPhone,Do you believe that @UnionLeader in NH was demanding ads? Look at enclosed letter from them just received: https://t.co/NucdHBZAH9,01-06-2016 23:15:24
Twitter Web Client,I will be on @wolfblitzer for a @CNNSitRoom interview today. Please join us 5PM ET.,01-06-2016 21:09:42
Twitter for iPhone,Huge crowd expected tomorrow night! VT Police say first come first serve. Arrive early!,01-06-2016 20:22:41
Twitter Web Client,Don’t like @SamuelLJackson’s golf swing.  Not athletic. I’ve won many club championships. Play him for charity!,01-06-2016 19:22:27
Twitter Web Client,I don’t cheat at golf but @SamuelLJackson cheats—with his game he has no choice—and stop doing commercials!,01-06-2016 19:22:16
Twitter for iPhone,HAPPY BIRTHDAY to my son @EricTrump! Very proud of you!https://t.co/ZHMKIqnUwL https://t.co/IJzW2NDJyA,01-06-2016 15:01:58
Twitter for Android,Germany is going through massive attacks to its people  by the migrants allowed to enter the country. New Years Eve was a disaster. THINK!,01-06-2016 14:25:28
Twitter for Android,"@becker_berta: @longtalltexan20 Trump single handedly did what no other politician ever dared to do attacked the media for all their lies",01-06-2016 03:59:46
Twitter for Android,"@ArkaysDesign: @slone @realDonaldTrump Have to get people of all ages out to vote for Donald Trump!",01-06-2016 03:55:38
Twitter for Android,"@CompresPhyllis:  @seanhannity @FoxNews I am so glad u are for Trump your program is my favorite. The Don is by far the best",01-06-2016 03:50:46
Twitter for Android,"@Kacee50: @realDonaldTrump Women make up the fastest growing market in gun sales. And Hillary wants to take those rights away from women!",01-06-2016 03:49:12
Twitter for Android,"@kristopheryan11: @realDonaldTrump mr trump you were excellent on @seanhannity tonight"  Thank you!,01-06-2016 03:46:34
Twitter for Android,"@dantegtmeyer: # ISIS Reportedly Murders Spies Calls #DavidCameron 'Slave of the #WH' Video https://t.co/b57TS93Jj8   ARE YOU WELCOME NOW",01-06-2016 03:45:56
Twitter for Android,"@Boazziz: . @DanScavino Somewhere in that crowd am I. The Gymnasium was electric the crowd unstoppable &amp; @realDonaldTrump Kingly.",01-06-2016 03:43:50
Twitter for Android,"@RubinsteinNel: @realDonaldTrump @pearl_brendan @dphilbs If Trump doesn't win we may not be able to recuperate America.",01-06-2016 02:37:30
Twitter for Android,"@trumpy17: @realDonaldTrump gave an AWESOME speech in Claremont tonight!!,01-06-2016 02:33:40
Twitter for Android,"@pearl_brendan: @dphilbs if @realDonaldTrump doesn't win I'm leaving this country #Trump4President",01-06-2016 02:31:17
Twitter for iPhone,I am in New Hampshire. Just received great news from Reuters poll. Thank you for your support! https://t.co/yzp9dGfbce,01-06-2016 00:28:31
Twitter Web Client,"@longtalltexan20 @realDonaldTrump  I love it when TRUMP calls out MSM for what they really are!  Cams starting to show crowds at rallies!",01-05-2016 18:05:19
Twitter Web Client,"@Lucky5713 @NewDay What's wrong with showing Morocco? Nothing! It illustrates a Point! Duh! Love the video!",01-05-2016 17:53:33
Twitter Web Client,I don’t know @SamuelLJackson to best of my knowledge haven't played golf w/him &amp; think he does too many TV commercials—boring. Not a fan.,01-05-2016 17:42:47
Twitter Web Client,Wow @UnionLeader circulation in NH has dropped from 75000 to around 10—bad management. No wonder they begged me for ads.,01-05-2016 16:53:31
Twitter for Android,"@lilredfrmkokomo: @realDonaldTrump My Facebook Groups are all voting TRUMP /4000 people! !!" Great!,01-05-2016 03:47:14
Twitter for Android,"@marybnall01: @realDonaldTrump watched lowell mass speech. Awesome. Great crowd. Make America Great Again!!!!!!",01-05-2016 03:44:17
Twitter for Android,"@ghosthunter_lol: Iowa key endorsement for @realDonaldTrump Can't wait for the Iowa caucus in 4 weeks! #Trump2016 https://t.co/JBfyFrZfFb",01-05-2016 03:42:10
Twitter for Android,"@iLoveiDevices: @EdwinRo47796972 @happyjack225 @FoxNews @krauthammer  Minimizing dependency on China is crucial.Only Trump talks about that,01-05-2016 03:39:11
Twitter for Android,"@SalRiccobono: @realDonaldTrump @troyconway Donald get big business back and# MAKE AMERICA GREAT AGAIN FOR 2016",01-05-2016 03:36:53
Twitter for Android,"@djw11223: @realDonaldTrump The crowd was HUGE #MakeAmericaGreatAgain https://t.co/xKq957P6yr",01-05-2016 03:36:36
Twitter for Android,"@Mark98z: @realDonaldTrump Mr. TRUMP this was your best most energized one to date. ( and i have watched most of them)... WELL DONE,01-05-2016 03:35:38
Twitter for Android,"@samuelghaddad: Wow! Let's hear it for the Factor. Let the truth be known. More are beginning to realize @realDonaldTrump is the real deal!,01-05-2016 03:33:17
Twitter for Android,"@thecybermenace: @realDonaldTrump Donald Trump hit one out of the ballpark in Lowell MA tonight",01-05-2016 02:28:32
Twitter for Android,"@troyconway: Now 2-more IT Firms going over seas? There is a huge difference between a global economy and GREED! #MakeAmericaGreatAgain,01-05-2016 02:22:57
Twitter for Android,The rally in Lowell Massachusetts was amazing. 10000 people going wild. MAKE AMERICA GREAT AGAIN!,01-05-2016 02:20:58
Twitter Web Client,Woody Johnson owner of the NYJets is @JebBush’s finance chairman. If Woody would’ve been w/me he would’ve been in the playoffs at least!,01-04-2016 20:00:04
Twitter Web Client,I look forward to being in Lowell Massachusetts today. I hear a very big crowd is expected--we will have lots of fun!,01-04-2016 17:31:48
Twitter for Android,"@RhettRiley1234: Trump only wins with our votes. we must grow Trump nation and do our part. vote. This is our time.,01-04-2016 11:42:55
Twitter for Android,"@icareeguns: This #Iowan is voting for @RealDonaldTrump #IACaucus. Thank you for supporting IOWA! https://t.co/w0zb668avg"  My great honor,01-04-2016 00:26:23
Twitter for iPhone,By the way Hillary &amp; the MSM forgot to mention that Hillary is in the Al-Shabaab terror video. https://t.co/gRannsRXJr,01-03-2016 23:19:45
Twitter for iPhone,The worst thing Hillary could do is have her husband campaign for her. Just watch.,01-03-2016 23:18:47
Twitter for Android,Iran with all of the money and all else given to them by Obama has wanted a way to take over Saudi Arabia &amp; their oil. THEY JUST FOUND IT!,01-03-2016 20:00:58
Twitter for Android,"@barbaraslavin1: @RuthMarcus @washingtonpost bashing distinguished women journalists won't win you votes"  She is 3rd rate a total dummy!,01-03-2016 19:54:24
Twitter for Android,"@TINAHILLSTROM1: @FoxNews @KatrinaPierson I love @piersmorgan &amp; @realDonaldTrump REAL MEN w/ an opinion Exciting interesting controversial,01-03-2016 19:49:18
Twitter for Android,.@RuthMarcus of the @washingtonpost was terrible today on Face The Nation.No focus poor level of concentration-but correct on Hillary lying,01-03-2016 19:03:56
Twitter for Android,.@chucktodd said today on @meetthepress that "attacking Bill to get to Hillary has never worked before." Wrong - attacked him in '08 &amp; won!,01-03-2016 18:13:29
Twitter for Android,Does anybody remember when Bill Clinton in 2008 worked long and hard for Hillary? She LOST! Now Bill is at it again. Just watch.,01-03-2016 17:55:26
Twitter for iPhone,Thank you for your support in Biloxi MS! Let's ALL get out &amp; VOTE in 2016 so we can #MakeAmericaGreatAgain! https://t.co/RSZF12Kyhn,01-03-2016 16:45:35
Twitter for Android,Hillary said that guns don't keep you safe. If she really believes that she should demand that her heavily armed bodyguards quickly disarm!,01-03-2016 14:27:19
Twitter for Android,Al-Shabbab not ISIS just made a video on me - they all will as front-runner &amp; if I speak out against them which I must. Hillary lied!,01-03-2016 14:12:02
Twitter for Android,Hillary Clinton lied last week when she said ISIS made a D.T. video. The video that ISIS made was about her husband being a degenerate.,01-03-2016 13:59:20
Twitter for Android,Just returned from Mississippi - a great evening.,01-03-2016 05:36:40
Twitter for Android,"@MMMDigits: Well done #Biloxi....great display of Southern pride and hospitality at @realDonaldTrump event. Fired up and ready to go!!",01-03-2016 05:33:49
Twitter for Android,"@namusca: @realDonaldTrump @EricTrump  @DiamondandSilk #Trump is much better than any rock concert! He knows how to fill a stadium.",01-03-2016 05:33:09
Twitter for iPhone,Thank you #Biloxi #Mississippi! Remember this night &amp; spread the word to get out &amp; #VoteTrump2016! https://t.co/hfYdkY5DKq,01-03-2016 04:53:31
Twitter for Android,"@Granite_Hope: @brandonstinney How can you deny this fact.HillaryClinton and BarackObama are the two people who made #ISIS a big problem",01-03-2016 04:45:45
Twitter for Android,Just arrived in Mississippi for the rally. Word is that the crowd is overflowing and massive. Will be an amazing evening!,01-03-2016 00:24:45
Twitter for iPhone,Heading to Biloxi Mississippi. Massive crowds expected. Thank you for your support! #VoteTrump2016 https://t.co/1VMngEMLzT,01-02-2016 22:42:16
Twitter for Android,Remember I am self-funding my campaign the only one in either party. I'm not controlled by lobbyists or special interests-only the U.S.A.!,01-02-2016 21:07:34
Twitter for Android,When I look at all of the money the special interests and lobbyists are giving to candidates beware - the candidates are mere puppets $$$$!,01-02-2016 21:01:10
Twitter for Android,I hope Bill Clinton starts talking about women's issues so that voters can see what a hypocrite he is and how Hillary abused those women!,01-02-2016 20:04:58
Twitter for Android,Hillary Clinton doesn't have the strength or stamina to be president. Jeb Bush is a low energy individual but Hillary is not much better!,01-02-2016 20:00:17
Twitter for Android,Hillary Clinton said that it is O.K. to ban Muslims from Israel by building a WALL but not O.K. to do so in the U.S. We must be vigilant!,01-02-2016 13:23:00
Twitter for Android,.@JebBush is a low energy "stiff" who should focus his special interest money on the many people ahead of him in the polls. Has no chance!,01-02-2016 12:17:12
Twitter for Android,.@JebBush is a sad case. A total embarrassment to both himself and his family he just announced he will continue to spend on Trump hit ads!,01-02-2016 12:10:21
Twitter for iPhone,Massive crowds expected in Mississippi tomorrow night. Look forward to it! 2015 IN PHOTOS: https://t.co/29z0XuXVf0 https://t.co/utrl0UnQau,01-02-2016 04:17:23
Twitter for iPhone,#VoteTrump2016 &amp; together we will #MakeAmericaGreatAgain! THANK YOU for your support! https://t.co/bziqUSHnbi,01-02-2016 03:32:13
Twitter for Android,Thank you so much to https://t.co/8OMryrUVET for naming me the 2015 Man of the Year. This is indeed a great honor for me!,01-02-2016 03:26:54
Twitter for Android,The person that Hillary Clinton least wants to run against is by far me. It will be the largest voter turnout ever - she will be swamped!,01-01-2016 23:40:51
Twitter for Android,"@codyraymille: I have never been interested in politics but because of you I want to get my political science degree. #trump2016"  Great!,01-01-2016 23:25:54
Twitter for Android,I will be going to Mississippi tomorrow night - hear the crowds are going to be massive! Look forward to it.,01-01-2016 23:24:13
Twitter for Android,"@CASuperrunner: @georgehenryw Huckabee is a good man...but he needs to get behind @realDonaldTrump"  I agree!,01-01-2016 23:10:25
Twitter for Android,"@MEMEoryHead: I'm one of your biggest fans Mr Trump and I can't wait for you to Make America Great ifAgain! Never forget you have support!",01-01-2016 23:08:18
Twitter for Android,"@JodiL792: We are Standing with you! Spreading the Word...Trump for President 2016!! I wake &amp; sleep praying for you &amp; the USA!+Israel2",01-01-2016 23:06:09
Twitter for Android,"@marie7777777777: @realDonaldTrump we love u to Trump Family. God bless you.",01-01-2016 23:02:05
Twitter for Android,Well the year has officially begun. I have many stops planned and will be working very hard to win so that we can turn our country around!,01-01-2016 23:00:09
Twitter for Android,"@sprinklermanus: @CNN @realDonaldTrump they're spending millions but you're still going to win - go Donald Trump",01-01-2016 21:29:56
Twitter for Android,"@jallenaip: Hillary said she was in a "Fog of War" as explanation for the lies about Benghazi. No fog allowed in WH. Vote Trump POTUS!",01-01-2016 06:08:06
Twitter for iPhone,Happy New Year from #MarALago! Thank you to my great family for all of their support. https://t.co/6UsqSiaaj7,01-01-2016 06:07:28
Twitter for iPhone,#HappyNewYearAmerica! https://t.co/EeQb8PDrUe,01-01-2016 05:18:23
Twitter for iPhone,HAPPY NEW YEAR &amp; THANK YOU! https://t.co/YO1Yi8QbZy https://t.co/uxUXWJ1Rbv,01-01-2016 03:25:27
Twitter for Android,I will be on @FoxNews live  with members of my family at 11:50 P.M. We will ring in the New Year together! MAKE AMERICA GREAT AGAIN!,01-01-2016 00:44:14
Twitter for Android,I would like to wish everyone A HAPPY AND HEALTHY NEW YEAR. WE MUST ALL WORK TOGETHER TO FINALLY MAKE AMERICA SAFE AGAIN AND GREAT AGAIN!,12-31-2015 23:21:49
Twitter for Android,Do you believe that The State Department on NEW YEAR'S EVE just released more of Hillary's e-mails. They just want it all to end. BAD!,12-31-2015 23:11:35
Twitter for iPhone,THANK YOU ILLINOIS! Let's not forget to get family &amp; friends- out to VOTE IN 2016! https://t.co/lg5kMbNLYK https://t.co/dtMAsIq4cf,12-31-2015 18:51:12
Twitter for iPhone,HAPPY BIRTHDAY to my son @DonaldJTrumpJr! Very proud of you! #TBT https://t.co/ULerCEOCGX https://t.co/nbxPVdarJM,12-31-2015 16:52:38
Twitter for Android,I would feel sorry for @JebBush and how badly he is doing with his campaign other than for the fact he took millions of $'s of hit ads on me,12-31-2015 15:07:18
Twitter for iPhone,#MakeAmericaGreatAgain #Trump2016 https://t.co/IEIXos0wh9,12-31-2015 12:51:35
Twitter for Android,"@whispers34: Nevada Poll: Donald Trump 33% Ted Cruz 20% Marco Rubio 11%... https://t.co/Hniy4iAqNG via @thelastrefuge2"  Great news!,12-31-2015 11:01:18
Twitter for Android,"@deggow: Just heard a 25 year old man say "I would rather work for Donald Trump than Bernie Sanders"it's time for me to leave this party.",12-31-2015 10:53:15
Twitter for Android,"@wmsolomon: 'On Point' with Gov. Sarah Palin &amp; Donald Trump https://t.co/wPeScKLDs7",12-31-2015 10:46:30
Twitter for Android,"@stylin1188: Donald Trump is running the most cost-effective presidential campaign in modern history https://t.co/iGyTDDEpbv" Thank you!,12-31-2015 10:42:47
Twitter for Android,"@SenSanders: I have a message for Donald Trump: No we’re not going to hate Latinos we’re not going to hate Muslims."  I fully agree!,12-31-2015 10:28:33
Twitter for Android,"@BretBaier: .@realDonaldTrump's reaction that @LindseyGrahamSC is dropping out of the 2016 race. Your thoughts? https://t.co/6VItF0928E",12-31-2015 10:15:22
Twitter for Android,"@InsideGym: The Most Influential U.S. Gymnasts Of All Time: https://t.co/DIGT1wLIx4 @NastiaLiukin @ShawnJohnson @ASAQ_3"   Fantastic Shawn,12-31-2015 10:10:39
Twitter for Android,People ask "why do you tweet and re-tweet to millions about @JebBush when he is so low in the polls?" Because of his big $ hit ads on me!,12-31-2015 10:04:36
Twitter for Android,"@ddpick18: @realDonaldTrump @JebBush @hughhewitt I get pissed off every time I see his ads on Fox. Waste of money! Go Trump!"  Many do!,12-31-2015 09:58:17
Twitter for Android,"@nikkisue69: @realDonaldTrump @JebBush @hughhewitt  Jeb is such a lightweight",12-31-2015 09:56:51
Twitter for Android,"@Luciano031982: @realDonaldTrump Veterans Love Trump" But I love the VETS even more!,12-31-2015 09:53:33
Twitter for Android,"@Trump2016Donald: @realDonaldTrump @JebBush @hughhewitt Patriots for trump! https://t.co/0oBFd9pILR",12-31-2015 09:52:39
Twitter for Android,.@JebBush has spent  $63000000 and is at the bottom of the polls. I have spent almost nothing and am at the top. WIN!  @hughhewitt,12-31-2015 05:10:16
Twitter for Android,"@BentleyforTrump: @realDonaldTrump ALL OF AMERICA LOVES TRUMP!👍👍☺ #TrumpOrNobody2016 #MakeAmericaGreatAgain" Thank you.,12-31-2015 05:01:23
Twitter for Android,A GREAT day in South Carolina. Record crowd and fantastic enthusiasm. This is now a movement to MAKE AMERICA GREAT AGAIN!,12-31-2015 04:15:32
Twitter for Android,I predict that dying @UnionLeader newspaper which has been run into the ground by publisher "Stinky" Joe McQuaid will be dead in 2 years!,12-31-2015 04:11:37
Twitter for iPhone,A lovely letter from the daughter of the late great John Wayne. Our country could use a John Wayne right now. https://t.co/RhN5gVNBqM,12-30-2015 21:57:02
Twitter for iPhone,Great poll- thank you Nevada!#MakeAmericaGreatAgain #Trump2016 https://t.co/9Lr1v6vjJb,12-30-2015 21:22:22
Twitter for iPhone,I'm going to be live with @ericbolling and @kimguilfoyle to ring in the New Year 2016. Everybody should tune in to @foxnews tomorrow night!,12-30-2015 20:28:58
Twitter for iPhone,Thank you Hilton Head South Carolina! #MakeAmericaGreatAgain #Trump2016 https://t.co/TBAD5MeYCE,12-30-2015 20:04:39
Twitter for iPhone,Thank you Hilton Head South Carolina! @SCTeamTrump #Trump2016 https://t.co/RLCz17tIas https://t.co/L5IAlbsdkw,12-30-2015 18:28:44
Twitter for Android,I never thought I'd be saying this but I've really enjoyed  @RichLowry on television lately and he was terrific hosting @seanhannity,12-30-2015 15:52:41
Twitter for iPhone,Joe McQuaid (@deucecrew) is desperately trying to sell the @UnionLeader. It's a loser and my comments haven't helped him much.,12-30-2015 15:22:44
Twitter for iPhone,The dying @UnionLeader newspaper in NH is in turmoil over my comments about them- like a bully that got knocked out!,12-30-2015 14:06:34
Twitter for Android,"@TruthisAll1: @realDonaldTrump @CharlesHurt @seanhannity Good morning Mr. Trump. You're so AWESOME. #Trump2016 https://t.co/LljQbi4fdP",12-30-2015 13:16:31
Twitter for Android,"@bfb123456: @trumpiowa @PlaysTrumpCard @realDonaldTrump  WOW! FANTASTIC!. WHO KNEW AMERICANS WERE SO SMART? GREAT TO KNOW WE'RE so smart",12-30-2015 13:16:08
Twitter for Android,"@hammetjohn: DonaldTrump - How do u do it Donald. No one could keep up with u at your pace. Shows how hard u will work for us as President",12-30-2015 13:15:03
Twitter for Android,"@videosigninc: @realDonaldTrump Keep the momentum going Mr. Trump. All the best to you for the New Year. Make America Great Again !" Thanks,12-30-2015 13:12:53
Twitter for Android,"@Hashtag1USA: @realDonaldTrump what do you think of Jeb cancelling his Iowa rally last night ? https://t.co/1oe798AAEU" I went he didn't!,12-30-2015 13:12:03
Twitter for Android,Iowa was fantastic last night amazing crowd and people. I'm now in Florida getting ready to go to South Carolina. Big crowd very exciting,12-30-2015 13:08:07
Twitter for Android,.@CharlesHurt   You were great on @seanhannity last night. Thanks for the nice words. MAKE AMERICA GREAT AGAIN!,12-30-2015 12:31:59
Twitter for iPhone,THANK YOU Council Bluffs Iowa! The silent majority is silent no more!#Trump2016 #FITN https://t.co/VTAe68eQ1k https://t.co/IPsJPVH5JP,12-30-2015 04:02:06
Twitter for iPhone,Joe McQuaid (@deucecrew) of the dying Union Leader wanted ads lunches donations speeches from me and tweets---very unethical.,12-30-2015 00:37:25
Twitter for iPhone,The great people of New Hampshire who I love are not properly served by the dying Union Leader newspaper.,12-30-2015 00:37:11
Twitter for iPhone,Shows how dumb Joe McQuaid (@deucecrew) of the dying Union Leader is to put out the letter I wrote saying why I didn't do his failed debate!,12-30-2015 00:36:45
Twitter for iPhone,I hope @TGowdySC does better for Rubio than he did at the #Benghazi hearings which were a total disaster for Republicans &amp; America!,12-29-2015 20:36:35
Twitter Web Client,We need a real President! https://t.co/nw7BIAW7HV,12-29-2015 19:20:15
Twitter Web Client,Looking forward to being in Council Bluffs Iowa later today. Despite weather rally is on -- will be fantastic! #MakeAmericaGreatAgain!,12-29-2015 18:50:05
Twitter for Android,So I have spent almost nothing on my run for president and am in 1st place. Jeb Bush has spent $59 million &amp; done. Run country my way!,12-29-2015 14:39:30
Twitter for Android,My campaign for president is $35000000 under budget I have spent very little (and am in 1st place).Now I will spend big in Iowa/N.H./S.C.,12-29-2015 14:33:51
Twitter for iPhone,"Minorities line up behind.....Donald Trump" #Trump2016 #MakeAmericaGreatAgain https://t.co/cEMKihLZbK https://t.co/SxuutW2onm,12-29-2015 12:38:02
Twitter for Android,.@jessebwatters is terrific at hosting on @FoxNews - he really gets it!,12-29-2015 04:39:36
Twitter for Android,Remember that Bill Clinton was brought in to help Hillary against Obama in 2008. He was terrible failed badly and was called a racist!,12-29-2015 04:31:18
Twitter for Android,"@LeeMiracle3: @FoxNews @CharlesHurt @realDonaldTrump Trump listening to voters unlike GOP",12-29-2015 03:52:26
Twitter for Android,"@umakemeill: @FoxNews @JebBush @HillaryClinton @realDonaldTrump https://t.co/uI6tmYH5ka",12-29-2015 03:46:24
Twitter for Android,"@IJNIPGM: No casualties. Just victory victory and more victory as you proclaim the truth that is in your heart. We love God and USA",12-29-2015 03:45:58
Twitter for Android,"@sunquist007: @JebBush Why do u keep trying to attack Trump? Really dumb strategy! U lose he wins! #lets make America great again!!!!!",12-29-2015 03:45:21
Twitter for Android,"@slone: FLASHBACK1986: @realDonaldTrump Saved a Georgia Farm https://t.co/EoKDLePxUR https://t.co/MaEHiEQoMI" Thank you nice memories!,12-29-2015 03:40:41
Twitter for iPhone,Thank you- Nashua New Hampshire! #MakeAmericaGreatAgain #Trump2016 #NHPolitics #FITN https://t.co/QPj5gb3wib https://t.co/I1lMmcYk3l,12-29-2015 03:28:54
Twitter for iPhone,Thank you! #Trump2016 https://t.co/dTL7uybyeH https://t.co/yhQUQiuswl,12-28-2015 22:51:33
Twitter for iPhone,Thank you to a #Trump2016 supporter for this video of my campaign- over the past 6 months. Video: https://t.co/yawywElMwa,12-28-2015 22:45:19
Twitter for Android,Strange but I see wacko Bernie Sanders allies coming over to me because I'm lowering taxes while he will double &amp; triple them a disaster!,12-28-2015 13:34:30
Twitter for Android,Wages in are country are too low good jobs are too few  and people have lost faith in our leaders.We need smart and strong leadership now!,12-28-2015 12:50:23
Twitter for Android,Many of the great jobs that the people of our country want are long gone shipped to other countries. We now are part time sad! I WILL FIX!,12-28-2015 12:42:06
Twitter for Android,The middle-class has worked so hard are not getting the kind of jobs that they have long dreamed of - and no  effective raise in years. BAD,12-28-2015 12:30:43
Twitter for Android,If Hillary thinks she can unleash her husband with his terrible record of women abuse while playing the women's card on me she's wrong!,12-28-2015 12:12:10
Twitter for Android,"@BornToBeGOP: @realDonaldTrump We need a real President to get things done and that's why we want you!"  Thank you.,12-28-2015 03:05:04
Twitter for Android,Hopefully the Republican National Committee can straighten out the total mess that is taking place in Virginia's Republican Party. FAST!,12-28-2015 03:03:29
Twitter for Android,Straighten out The Republican Party of Virginia before it is too late. Stupid!  RNC,12-27-2015 16:59:15
Twitter for Android,.@BernieSanders-who blew his campaign when he gave Hillary a pass on her e-mail crime said that I feel wages in America are too high. Lie!,12-27-2015 16:49:55
Twitter for Android,The voters the Republican Party of Virginia are excluding will doom any chance of victory. The Dems LOVE IT! Be smart and win for a change!,12-27-2015 16:25:35
Twitter for Android,R.P.Virginia has lost statewide 7 times in a row. Will now not allow desperately needed new voters. Suicidal mistake. RNC MUST ACT NOW!,12-27-2015 16:19:51
Twitter for Android,It begins Republican Party of Virginia controlled by the RNC is working hard to disallow independent unaffiliated and new voters. BAD!,12-27-2015 16:04:38
Twitter for Android,"@CAC8438: He supports amnesty and now they are so desperate that Trey Gowdy is going to campaign with him.,12-27-2015 12:46:42
Twitter for Android,"@mitchellvii: My prediction on the Trey Gowdy endorsement of Rubio is that it will do nothing for Rubio and finish Gowdy.",12-27-2015 12:45:41
Twitter for Android,"@mitchellvii: Face it Trey Gowdy failed miserably on Benghazi. He allowed it to drag out and in the end let Hillary get away with murder.,12-27-2015 12:45:25
Twitter for Android,"@Sir_Max: andreajmarkley: Rubio finally gets an endorsement – from #Benghazi loser Gowdy #Tcot #pjnet https://t.co/lJcHG0IHaM via dailyne,12-27-2015 12:37:24
